student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202111179,2025-10-28 14:29:42,114.71.101.21,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",-EvN-NYAO-i6xMvfiAvikZxXfxJy4wVE,2025-10-28 14:29:37,
202111179,2025-10-28 14:52:34,114.71.101.21,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",eTqwlbvG8GvvMmqGd3vsY9Z8-x9h6kEl,2025-10-28 14:52:28,
