student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
2020202020,2025-10-25 14:14:31,192.168.137.107,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",LIdOLYf6tLaXsjft51LbbFdnZ60I-964,2025-10-25 14:14:23,
202111179,2025-10-25 14:14:56,192.168.137.107,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",N80QslZfJrPU1TNt0zacBnP3eBRG37tk,2025-10-25 14:14:49,
