student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202511002,2025-10-30 20:44:52,114.71.101.21,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",yg9F72jiNdTGVkW9AktOCLjHQb50QSdv,2025-10-30 20:44:40,
