student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202111132,2025-10-30 16:57:38,114.71.101.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",jTvShYaBBRT73AIZ4zJvO8CNnEN97T6-,2025-10-30 16:57:27,
