student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202111179,2025-10-30 13:43:44,114.71.101.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",IXqxePwJrDfYwOr-5GU2Zdw073oHspu5,2025-10-30 13:43:31,
202111061,2025-10-30 13:44:38,114.71.101.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",JDsjgRn-dXVDk6WO1rvgO1OMZpTIHgRf,2025-10-30 13:44:30,
