student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202511001,2025-10-30 20:43:32,114.71.101.22,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",jGuD6QBnP8eN-ZnxjfzonLM9MeAaGcDq,2025-10-30 20:42:36,
