student_id,checked_at,ip,device_name,token,qr_generated_at,anomaly_flags
202111179,2025-10-27 14:29:55,114.71.101.18,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, li",qhJyn7t2CwCkW1RHo3NoYRQZyZnnrIbs,2025-10-27 14:29:44,
